date,strategy,direction,atm,entry,vix,move_pct,pnl_pts,pnl_inr,win
2021-11-03,S4_MOMENTUM,BEAR,17850,168.77,16.1299991607666,0.33,-3.0,-75.0,False
2021-11-04,S4_MOMENTUM,BULL,17900,204.03,15.75,0.49,8.0,200.0,True
2021-11-08,S4_MOMENTUM,BULL,18050,216.17,16.34000015258789,0.85,-2.43,-61.0,False
2021-11-11,S4_MOMENTUM,BEAR,17850,155.6,16.350000381469727,0.8,-3.0,-75.0,False
2021-11-12,S4_MOMENTUM,BULL,18100,192.46,15.220000267028809,1.28,0.67,17.0,True
2021-11-16,S4_MOMENTUM,BEAR,18000,149.46,15.199999809265137,0.61,8.0,200.0,True
2021-11-17,S4_MOMENTUM,BEAR,17900,145.33,14.979999542236328,0.56,8.0,200.0,True
2021-11-18,S4_MOMENTUM,BEAR,17750,136.2,14.859999656677246,0.75,8.0,200.0,True
2021-11-22,S4_MOMENTUM,BEAR,17400,169.11,17.520000457763672,1.96,-3.0,-75.0,False
2021-11-23,S4_MOMENTUM,BULL,17500,226.18,18.020000457763672,0.5,-3.0,-75.0,False
2021-11-24,S4_MOMENTUM,BEAR,17400,163.71,17.100000381469727,0.5,-3.0,-75.0,False
2021-11-25,S4_MOMENTUM,BULL,17550,199.05,16.65999984741211,0.7,-3.0,-75.0,False
2021-11-26,S4_MOMENTUM,BEAR,17050,226.07,20.799999237060547,2.91,-2.75,-69.0,False
2021-11-30,S4_MOMENTUM,BEAR,17000,227.8,21.170000076293945,0.41,-3.0,-75.0,False
2021-12-01,S4_MOMENTUM,BULL,17150,247.6,19.450000762939453,1.08,8.0,200.0,True
2021-12-02,S4_MOMENTUM,BULL,17400,224.8,18.09000015258789,1.37,-3.0,-75.0,False
2021-12-03,S4_MOMENTUM,BEAR,17200,186.98,18.450000762939453,1.18,8.0,200.0,True
2021-12-06,S4_MOMENTUM,BEAR,16900,199.5,20.07999992370605,1.65,-3.0,-75.0,False
2021-12-07,S4_MOMENTUM,BULL,17200,215.9,18.459999084472656,1.56,8.0,200.0,True
2021-12-08,S4_MOMENTUM,BULL,17450,221.56,17.270000457763672,1.71,4.71,118.0,True
2021-12-13,S4_MOMENTUM,BEAR,17350,154.45,16.56999969482422,0.82,4.33,108.0,True
2021-12-15,S4_MOMENTUM,BEAR,17200,160.5,17.219999313354492,0.6,-2.7,-68.0,False
2021-12-17,S4_MOMENTUM,BEAR,17000,158.98,16.34000015258789,1.53,8.0,200.0,True
2021-12-20,S4_MOMENTUM,BEAR,16600,178.95,18.96999931335449,2.18,-3.0,-75.0,False
2021-12-21,S4_MOMENTUM,BULL,16750,214.77,17.540000915527344,0.94,8.0,200.0,True
2021-12-22,S4_MOMENTUM,BULL,16950,197.13,16.579999923706055,1.1,8.0,200.0,True
2021-12-23,S4_MOMENTUM,BULL,17050,195.38,15.829999923706056,0.69,-3.0,-75.0,False
2021-12-24,S4_MOMENTUM,BEAR,17000,149.51,16.149999618530273,0.4,-3.0,-75.0,False
2021-12-27,S4_MOMENTUM,BULL,17100,198.87,17.1200008392334,0.49,8.0,200.0,True
2021-12-28,S4_MOMENTUM,BULL,17250,190.54,16.479999542236328,0.86,-1.97,-49.0,False
2021-12-31,S4_MOMENTUM,BULL,17350,197.28,16.219999313354492,0.87,8.0,200.0,True
2022-01-03,S4_MOMENTUM,BULL,17650,192.87,16.450000762939453,1.57,8.0,200.0,True
2022-01-04,S4_MOMENTUM,BULL,17800,203.03,16.1200008392334,1.02,8.0,200.0,True
2022-01-05,S4_MOMENTUM,BULL,17950,209.08,17.229999542236328,0.67,-3.0,-75.0,False
2022-01-06,S4_MOMENTUM,BEAR,17750,188.24,17.979999542236328,1.0,-3.0,-75.0,False
2022-01-07,S4_MOMENTUM,BULL,17800,228.97,17.600000381469727,0.38,8.0,200.0,True
2022-01-10,S4_MOMENTUM,BULL,18000,229.19,17.68000030517578,1.07,8.0,200.0,True
2022-01-12,S4_MOMENTUM,BULL,18200,228.75,17.18000030517578,0.87,4.55,114.0,True
2022-01-18,S4_MOMENTUM,BEAR,18100,183.62,17.780000686645508,1.07,8.0,200.0,True
2022-01-19,S4_MOMENTUM,BEAR,17950,191.52,17.81999969482422,0.96,8.0,200.0,True
2022-01-20,S4_MOMENTUM,BEAR,17750,181.26,17.790000915527344,1.01,8.0,200.0,True
2022-01-21,S4_MOMENTUM,BEAR,17600,191.3,18.88999938964844,0.79,8.0,200.0,True
2022-01-24,S4_MOMENTUM,BEAR,17150,247.73,22.82999992370605,2.66,-3.0,-75.0,False
2022-01-25,S4_MOMENTUM,BULL,17300,260.92,21.36000061035156,0.75,-3.0,-75.0,False
2022-01-27,S4_MOMENTUM,BEAR,17100,217.43,21.06999969482422,0.97,0.82,20.0,True
2022-01-31,S4_MOMENTUM,BULL,17350,276.03,21.950000762939453,1.39,8.0,200.0,True
2022-02-01,S4_MOMENTUM,BULL,17600,245.49,19.979999542236328,1.37,8.0,200.0,True
