date,strategy,direction,atm,entry,vix,move_pct,pnl_pts,pnl_inr,win
2022-02-02,S4_MOMENTUM,BULL,17800,230.31,18.649999618530277,1.16,-3.0,-75.0,False
2022-02-03,S4_MOMENTUM,BEAR,17550,197.1,19.15999984741211,1.24,4.39,110.0,True
2022-02-07,S4_MOMENTUM,BEAR,17200,208.78,20.440000534057617,1.73,-3.0,-75.0,False
2022-02-08,S4_MOMENTUM,BULL,17250,252.73,19.68000030517578,0.31,8.0,200.0,True
2022-02-09,S4_MOMENTUM,BULL,17450,238.18,18.559999465942383,1.14,8.0,200.0,True
2022-02-10,S4_MOMENTUM,BULL,17600,224.28,17.709999084472656,0.81,-3.0,-75.0,False
2022-02-11,S4_MOMENTUM,BEAR,17350,181.86,18.68000030517578,1.31,8.0,200.0,True
2022-02-14,S4_MOMENTUM,BEAR,16850,246.94,22.979999542236328,3.06,-3.0,-75.0,False
2022-02-15,S4_MOMENTUM,BULL,17350,261.83,20.61000061035156,3.03,-3.0,-75.0,False
2022-02-21,S4_MOMENTUM,BEAR,17200,246.64,22.899999618530277,0.4,8.0,200.0,True
2022-02-22,S4_MOMENTUM,BEAR,17100,304.61,26.65999984741211,0.67,2.89,72.0,True
2022-02-24,S4_MOMENTUM,BEAR,16250,356.92,31.979999542236328,4.78,-3.0,-75.0,False
2022-02-25,S4_MOMENTUM,BULL,16650,339.21,26.739999771118164,2.53,8.0,200.0,True
2022-02-28,S4_MOMENTUM,BULL,16800,362.48,28.56999969482422,0.81,-3.0,-75.0,False
2022-03-02,S4_MOMENTUM,BEAR,16600,324.15,29.229999542236328,1.12,8.0,200.0,True
2022-03-03,S4_MOMENTUM,BEAR,16500,310.18,28.15999984741211,0.65,8.0,200.0,True
2022-03-04,S4_MOMENTUM,BEAR,16250,302.88,27.959999084472656,1.53,8.0,200.0,True
2022-03-07,S4_MOMENTUM,BEAR,15850,304.85,29.32999992370605,2.35,-3.0,-75.0,False
2022-03-08,S4_MOMENTUM,BULL,16000,351.41,28.59000015258789,0.95,8.0,200.0,True
2022-03-09,S4_MOMENTUM,BULL,16350,336.11,27.46999931335449,2.07,8.0,200.0,True
2022-03-10,S4_MOMENTUM,BULL,16600,315.11,25.57999992370605,1.53,3.55,89.0,True
2022-03-14,S4_MOMENTUM,BULL,16850,334.76,25.68000030517578,1.45,-3.0,-75.0,False
2022-03-15,S4_MOMENTUM,BEAR,16650,287.46,26.729999542236328,1.23,-3.0,-75.0,False
2022-03-16,S4_MOMENTUM,BULL,17000,294.08,24.1200008392334,1.87,8.0,200.0,True
2022-03-17,S4_MOMENTUM,BULL,17300,283.54,22.61000061035156,1.84,-3.0,-75.0,False
2022-03-21,S4_MOMENTUM,BEAR,17100,265.03,24.6200008392334,0.98,-3.0,-75.0,False
2022-03-22,S4_MOMENTUM,BULL,17300,318.46,24.06999969482422,1.16,-3.0,-75.0,False
2022-03-23,S4_MOMENTUM,BEAR,17250,278.69,24.75,0.4,2.29,57.0,True
2022-03-25,S4_MOMENTUM,BEAR,17150,254.78,23.43000030517578,0.4,-3.0,-75.0,False
2022-03-28,S4_MOMENTUM,BULL,17200,297.69,22.61000061035156,0.4,8.0,200.0,True
2022-03-29,S4_MOMENTUM,BULL,17350,259.82,21.299999237060547,0.6,8.0,200.0,True
2022-03-30,S4_MOMENTUM,BULL,17500,262.73,20.61000061035156,1.0,-3.0,-75.0,False
2022-04-01,S4_MOMENTUM,BULL,17650,242.68,18.43000030517578,1.18,8.0,200.0,True
2022-04-04,S4_MOMENTUM,BULL,18050,233.61,17.90999984741211,2.17,-3.0,-75.0,False
2022-04-05,S4_MOMENTUM,BEAR,17950,194.18,18.489999771118164,0.53,8.0,200.0,True
2022-04-06,S4_MOMENTUM,BEAR,17800,199.72,19.020000457763672,0.83,8.0,200.0,True
2022-04-07,S4_MOMENTUM,BEAR,17650,204.2,19.0,0.94,-3.0,-75.0,False
2022-04-08,S4_MOMENTUM,BULL,17800,217.66,17.690000534057617,0.82,-3.0,-75.0,False
2022-04-11,S4_MOMENTUM,BEAR,17650,180.17,18.270000457763672,0.62,8.0,200.0,True
2022-04-12,S4_MOMENTUM,BEAR,17550,194.1,18.15999984741211,0.82,8.0,200.0,True
2022-04-13,S4_MOMENTUM,BEAR,17500,189.84,17.790000915527344,0.31,8.0,200.0,True
2022-04-18,S4_MOMENTUM,BEAR,17150,188.66,19.34000015258789,1.73,8.0,200.0,True
2022-04-19,S4_MOMENTUM,BEAR,16950,197.31,19.770000457763672,1.25,-3.0,-75.0,False
2022-04-20,S4_MOMENTUM,BULL,17150,222.44,18.670000076293945,1.05,8.0,200.0,True
2022-04-21,S4_MOMENTUM,BULL,17400,217.19,17.850000381469727,1.49,-3.0,-75.0,False
2022-04-22,S4_MOMENTUM,BEAR,17150,175.41,18.350000381469727,1.27,8.0,200.0,True
2022-04-25,S4_MOMENTUM,BEAR,16950,220.04,21.26000022888184,1.27,-3.0,-75.0,False
2022-04-26,S4_MOMENTUM,BULL,17200,237.3,19.190000534057617,1.46,-3.0,-75.0,False
2022-04-27,S4_MOMENTUM,BEAR,17050,218.6,20.61000061035156,0.94,-3.0,-75.0,False
2022-04-28,S4_MOMENTUM,BULL,17250,238.4,19.3799991607666,1.21,-3.0,-75.0,False
2022-04-29,S4_MOMENTUM,BEAR,17100,197.01,19.420000076293945,0.83,3.35,84.0,True
2022-05-04,S4_MOMENTUM,BEAR,16700,234.96,21.8799991607666,2.29,-0.51,-13.0,False
2022-05-06,S4_MOMENTUM,BEAR,16400,207.92,21.25,1.63,8.0,200.0,True
2022-05-09,S4_MOMENTUM,BEAR,16300,220.44,22.030000686645508,0.67,8.0,200.0,True
2022-05-10,S4_MOMENTUM,BEAR,16250,227.89,22.299999237060547,0.38,8.0,200.0,True
2022-05-11,S4_MOMENTUM,BEAR,16150,222.24,22.799999237060547,0.45,8.0,200.0,True
2022-05-12,S4_MOMENTUM,BEAR,15800,238.81,24.270000457763672,2.22,2.58,64.0,True
2022-05-16,S4_MOMENTUM,BULL,15850,282.31,24.530000686645508,0.38,8.0,200.0,True
2022-05-17,S4_MOMENTUM,BULL,16250,274.01,22.739999771118164,2.63,-1.9,-48.0,False
